
 customer_id,viewing_date,content_id,content_type,content_type
 148,2023-08-22,848,TV Show,TV Show
 149,2023-09-09,849,Documentary,Documentary
 150,2023-10-26,850,Movie,Movie
 151,2023-11-13,851,TV Show,TV Show
 152,2023-12-31,852,Documentary,Documentary
 153,2024-01-18,853,Movie,Movie
 154,2024-02-04,854,TV Show,TV Show
 155,2024-03-26,855,Documentary,Documentary
 156,2024-04-13,856,Movie,Movie
 157,2024-05-30,857,TV Show,TV Show
 158,2024-06-17,858,Documentary,Documentary
 159,2024-07-04,859,Movie,Movie
 160,2024-08-21,860,TV Show,TV Show
 161,2023-01-10,861,Movie,Movie
 162,2023-02-27,862,TV Show,TV Show
 163,2023-03-16,863,Documentary,Documentary
 164,2023-04-02,864,Movie,Movie
 165,2023-05-19,865,TV Show,TV Show
 166,2023-06-06,866,Documentary,Documentary
 167,2023-07-23,867,Movie,Movie
 168,2023-08-10,868,TV Show,TV Show
 169,2023-09-27,869,Documentary,Documentary
 170,2023-10-14,870,Movie,Movie
 171,2023-11-01,871,TV Show,TV Show
 172,2023-12-19,872,Documentary,Documentary
 173,2024-01-05,873,Movie,Movie
 174,2024-02-22,874,TV Show,TV Show
 175,2024-03-11,875,Documentary,Documentary
 176,2024-04-28,876,Movie,Movie
 177,2024-05-15,877,TV Show,TV Show
 178,2024-06-01,878,Documentary,Documentary
 179,2024-07-19,879,Movie,Movie
 180,2024-08-05,880,TV Show,TV Show
 181,2023-01-27,881,Movie,Movie
 182,2023-02-10,882,TV Show,TV Show
 183,2023-03-30,883,Documentary,Documentary
 184,2023-04-16,884,Movie,Movie
 185,2023-05-03,885,TV Show,TV Show
 186,2023-06-20,886,Documentary,Documentary
 187,2023-07-07,887,Movie,Movie
 188,2023-08-24,888,TV Show,TV Show
 189,2023-09-11,889,Documentary,Documentary
 190,2023-10-28,890,Movie,Movie
 191,2023-11-15,891,TV Show,TV Show
 192,2023-12-01,892,Documentary,Documentary
 193,2024-01-19,893,Movie,Movie
 194,2024-02-05,894,TV Show,TV Show
 195,2024-03-27,895,Documentary,Documentary
 196,2024-04-14,896,Movie,Movie
 197,2024-05-31,897,TV Show,TV Show
 198,2024-06-18,898,Documentary,Documentary
 199,2024-07-05,899,Movie,Movie
 200,2024-08-22,900,TV Show,TV Show
 1,2023-01-13,901,Movie,Movie
 2,2023-02-01,902,TV Show,TV Show
 3,2023-03-17,903,Documentary,Documentary
 4,2023-04-03,904,Movie,Movie
 5,2023-05-20,905,TV Show,TV Show
 6,2023-06-07,906,Documentary,Documentary
 7,2023-07-24,907,Movie,Movie
 8,2023-08-11,908,TV Show,TV Show
 9,2023-09-28,909,Documentary,Documentary
 10,2023-10-15,910,Movie,Movie
 11,2023-11-02,911,TV Show,TV Show
 12,2023-12-20,912,Documentary,Documentary
 13,2024-01-06,913,Movie,Movie
 14,2024-02-23,914,TV Show,TV Show
 15,2024-03-12,915,Documentary,Documentary
 16,2024-04-29,916,Movie,Movie
 17,2024-05-16,917,TV Show,TV Show
 18,2024-06-02,918,Documentary,Documentary
 19,2024-07-20,919,Movie,Movie
 20,2024-08-06,920,TV Show,TV Show
 21,2023-01-29,921,Movie,Movie
 22,2023-02-12,922,TV Show,TV Show
 23,2023-03-01,923,Documentary,Documentary
 24,2023-04-18,924,Movie,Movie
 25,2023-05-05,925,TV Show,TV Show
 26,2023-06-22,926,Documentary,Documentary
 27,2023-07-09,927,Movie,Movie
 28,2023-08-26,928,TV Show,TV Show
 29,2023-09-13,929,Documentary,Documentary
 30,2023-10-30,930,Movie,Movie
 31,2023-11-16,931,TV Show,TV Show
 32,2023-12-03,932,Documentary,Documentary
 33,2024-01-20,933,Movie,Movie
 34,2024-02-06,934,TV Show,TV Show
 35,2024-03-28,935,Documentary,Documentary
 36,2024-04-15,936,Movie,Movie
 37,2024-05-02,937,TV Show,TV Show
 38,2024-06-19,938,Documentary,Documentary
 39,2024-07-06,939,Movie,Movie
 40,2024-08-23,940,TV Show,TV Show
 41,2023-01-15,941,Movie,Movie
 42,2023-02-02,942,TV Show,TV Show
 43,2023-03-19,943,Documentary,Documentary
 44,2023-04-05,944,Movie,Movie
 45,2023-05-22,945,TV Show,TV Show
 46,2023-06-09,946,Documentary,Documentary
 47,2023-07-26,947,Movie,Movie
 48,2023-08-12,948,TV Show,TV Show
 49,2023-09-29,949,Documentary,Documentary
 50,2023-10-16,950,Movie,Movie
 51,2023-11-02,951,TV Show,TV Show
 52,2023-12-20,952,Documentary,Documentary
 53,2024-01-06,953,Movie,Movie
 54,2024-02-23,954,TV Show,TV Show
 55,2024-03-12,955,Documentary,Documentary
 56,2024-04-29,956,Movie,Movie
 57,2024-05-16,957,TV Show,TV Show
 58,2024-06-02,958,Documentary,Documentary
 59,2024-07-20,959,Movie,Movie
 60,2024-08-06,960,TV Show,TV Show
 61,2023-01-11,961,Movie,Movie
 62,2023-02-28,962,TV Show,TV Show
 63,2023-03-17,963,Documentary,Documentary
 64,2023-04-03,964,Movie,Movie
 65,2023-05-20,965,TV Show,TV Show
 66,2023-06-07,966,Documentary,Documentary
 67,2023-07-24,967,Movie,Movie
 68,2023-08-11,968,TV Show,TV Show
 69,2023-09-28,969,Documentary,Documentary
 70,2023-10-15,970,Movie,Movie
 71,2023-11-01,971,TV Show,TV Show
 72,2023-12-19,972,Documentary,Documentary
 73,2024-01-05,973,Movie,Movie
 74,2024-02-22,974,TV Show,TV Show
 75,2024-03-11,975,Documentary,Documentary
 76,2024-04-28,976,Movie,Movie
 77,2024-05-15,977,TV Show,TV Show
 78,2024-06-01,978,Documentary,Documentary
 79,2024-07-19,979,Movie,Movie
 80,2024-08-05,980,TV Show,TV Show
 81,2023-01-03,981,Movie,Movie
 82,2023-02-20,982,TV Show,TV Show
 83,2023-03-09,983,Documentary,Documentary
 84,2023-04-26,984,Movie,Movie
 85,2023-05-13,985,TV Show,TV Show
 86,2023-06-30,986,Documentary,Documentary
 87,2023-07-17,987,Movie,Movie
 88,2023-08-03,988,TV Show,TV Show
 89,2023-09-20,989,Documentary,Documentary
 90,2023-10-07,990,Movie,Movie
 91,2023-11-24,991,TV Show,TV Show
 92,2023-12-11,992,Documentary,Documentary
 93,2024-01-28,993,Movie,Movie
 94,2024-02-15,994,TV Show,TV Show
 95,2024-03-04,995,Documentary,Documentary
 96,2024-04-21,996,Movie,Movie
 97,2024-05-08,997,TV Show,TV Show
 98,2024-06-25,998,Documentary,Documentary
 99,2024-07-12,999,Movie,Movie
 100,2024-08-29,1000,TV Show,TV Show
 101,2023-01-06,1001,Movie,Movie
 102,2023-02-23,1002,TV Show,TV Show
 103,2023-03-12,1003,Documentary,Documentary
 104,2023-04-29,1004,Movie,Movie
 105,2023-05-16,1005,TV Show,TV Show
 106,2023-06-02,1006,Documentary,Documentary
 107,2023-07-20,1007,Movie,Movie
 108,2023-08-07,1008,TV Show,TV Show
 109,2023-09-24,1009,Documentary,Documentary
 110,2023-10-11,1010,Movie,Movie
 111,2023-11-28,1011,TV Show,TV Show
 112,2023-12-15,1012,Documentary,Documentary
 113,2024-01-01,1013,Movie,Movie
 114,2024-02-18,1014,TV Show,TV Show
 115,2024-03-07,1015,Documentary,Documentary
 116,2024-04-24,1016,Movie,Movie
 117,2024-05-11,1017,TV Show,TV Show
 118,2024-06-28,1018,Documentary,Documentary
 119,2024-07-15,1019,Movie,Movie
 120,2024-08-01,1020,TV Show,TV Show
 121,2023-01-23,1021,Movie,Movie
 122,2023-02-06,1022,TV Show,TV Show
 123,2023-03-26,1023,Documentary,Documentary
 124,2023-04-13,1024,Movie,Movie
 125,2023-05-30,1025,TV Show,TV Show
 126,2023-06-17,1026,Documentary,Documentary
 127,2023-07-04,1027,Movie,Movie
 128,2023-08-21,1028,TV Show,TV Show
 129,2023-09-08,1029,Documentary,Documentary
 130,2023-10-25,1030,Movie,Movie
 131,2023-11-12,1031,TV Show,TV Show
 132,2023-12-30,1032,Documentary,Documentary
 133,2024-01-17,1033,Movie,Movie
 134,2024-02-03,1034,TV Show,TV Show
 135,2024-03-25,1035,Documentary,Documentary
 136,2024-04-12,1036,Movie,Movie
 137,2024-05-29,1037,TV Show,TV Show
 138,2024-06-16,1038,Documentary,Documentary
 139,2024-07-03,1039,Movie,Movie
 140,2024-08-20,1040,TV Show,TV Show
 141,2023-01-09,1041,Movie,Movie
 142,2023-02-26,1042,TV Show,TV Show
 143,2023-03-13,1043,Documentary,Documentary
 144,2023-04-30,1044,Movie,Movie
 145,2023-05-17,1045,TV Show,TV Show
 146,2023-06-04,1046,Documentary,Documentary
 147,2023-07-21,1047,Movie,Movie
 148,2023-08-08,1048,TV Show,TV Show
 149,2023-09-25,1049,Documentary,Documentary
 150,2023-10-12,1050,Movie,Movie
 151,2023-11-29,1051,TV Show,TV Show
 152,2023-12-16,1052,Documentary,Documentary
 153,2024-01-02,1053,Movie,Movie
 154,2024-02-19,1054,TV Show,TV Show
 155,2024-03-08,1055,Documentary,Documentary
 156,2024-04-25,1056,Movie,Movie
 157,2024-05-12,1057,TV Show,TV Show
 158,2024-06-29,1058,Documentary,Documentary
 159,2024-07-16,1059,Movie,Movie
 160,2024-08-02,1060,TV Show,TV Show
